NAME,STATEFP,avg_drought_severity,percent_drought_area,lisa_map
Mineral,32,0.015200895211173964,100.00000000000011,3
Howard,18,0.0,0.0,3
Pike,18,0.0,0.0,3
Christian,21,2.024130013626171,100.00000000000004,1
Eaton,26,0.0,0.0,3
Wapello,19,0.0,0.0,3
Imperial,06,0.0,52.04177942901901,0
Cass,26,0.0,0.0,3
Bristol,44,0.5558127095475023,55.58127095475023,0
Bosque,48,0.0,67.0858700957654,3
Newport,44,0.3567550337879065,35.67550337879065,0
Fairfield,39,0.0,0.0,3
Pierce,38,0.0,0.0,3
Carroll,17,0.0,100.0,3
Red Lake,27,0.0,6.181492231038386,3
Jefferson,41,1.9184847220001628,99.99999999999997,0
Cheatham,47,1.4127354969888555,100.00000000000016,0
McCone,30,1.034509167011276,100.00000000000024,0
Buchanan,19,0.0,98.05183856370674,3
DuPage,17,0.0,100.00000000000004,3
Fall River,46,3.000000000000001,100.00000000000004,1
Kittson,27,0.0,0.0,3
Oconee,13,3.000000000000025,100.00000000000082,1
Wilson,48,1.9608875796434642,99.99999999999996,0
Fillmore,31,1.5691746249362188,99.99999999999983,0
Madison,12,4.0000000000000115,100.00000000000028,1
Sullivan,18,0.0,0.0,3
La Paz,04,0.7596662845576845,99.99999999999996,0
Brooks,13,3.7660380218913803,100.0000000000006,1
Stafford,20,1.8791803990919538,100.0,0
Telfair,13,3.0909257018336866,100.00000000000011,1
Monroe,26,0.0,0.0,3
White,18,0.0,99.32807903288693,3
Noble,18,0.0,0.0,3
Greene,13,2.7806410300586912,99.9999999999999,1
Buffalo,46,1.8028985104014852,99.99999999999984,0
Mellette,46,1.7324443173963318,99.99999999999972,0
Ector,48,0.7898275519655049,100.00000000000007,0
Limestone,48,0.4485562458122513,99.99999999999997,0
Grays Harbor,53,0.0,0.0,3
Berkeley,54,1.0000000000000022,100.00000000000023,0
Park,30,1.406050472548767,99.99999999999999,0
Denton,48,0.0,0.0,3
Cherokee,45,1.9999999999999987,99.99999999999993,0
Yancey,37,1.999999999999993,99.99999999999964,0
Red River,48,2.6792669673560368,99.99999999999993,1
Matagorda,48,0.6974604292577847,72.64402002119189,0
Stevens,27,0.0,34.43461370328046,3
Warren,13,1.966193185345531,99.99999999999964,0
Hardeman,48,2.672327402400217,100.00000000000016,1
Monroe,17,0.0,0.0,3
Jenkins,13,2.6729025463660387,100.00000000000003,1
Grayson,21,2.000000000000001,100.00000000000004,0
Palo Pinto,48,0.0,0.0,3
Heard,13,2.0000000000000004,100.00000000000003,1
Lawrence,01,0.6110588743751534,99.99999999999974,0
Marshall,28,0.029036597971365367,99.99999999999972,3
Clark,20,2.9999999999999982,99.99999999999994,1
Haskell,20,2.987529945239211,99.99999999999993,1
Bienville,22,2.128006835237349,99.99999999999997,1
Walker,13,1.9999981694727542,99.99999999999987,1
Wilkin,27,0.0,0.0,3
Randolph,17,0.0,53.74515844980735,3
Kennebec,23,0.1590525279319373,99.99999999999994,0
Smyth,51,2.023186602208318,100.0,1
Roosevelt,35,2.484957499453981,99.99999999999987,1
Somerset,42,0.009926000936542107,13.087944984575243,3
Washington,51,2.804922160024055,100.00000000000007,1
Guilford,37,3.0000000000000058,100.0000000000002,1
Ada,16,0.004599816803791716,100.0000000000002,0
Custer,40,2.8379996270636028,100.00000000000016,1
Marion,39,0.0,0.0,3
Pike,17,0.0,0.0,3
Woodford,17,0.0,0.0,3
Richmond,13,1.7606731808107787,100.00000000000007,0
Vigo,18,0.0,0.0,3
Elkhart,18,0.0,0.0,3
Grayson,51,2.082395343837539,99.99999999999979,1
Lubbock,48,2.017549107356978,100.00000000000003,1
Meeker,27,0.0,0.0,3
Kittitas,53,0.6869545014169776,87.38919651709574,0
Randolph,18,0.0,0.0,3
Kane,49,1.7146179764463783,99.99999999933064,1
Pennington,27,0.0,13.625048505455698,3
Whatcom,53,0.0,1.5930057703625877,0
Gilliam,41,0.4715068339019576,82.90762807747474,0
Ocean,34,1.4421198265007373,72.10599132503687,0
Boone,05,2.099718111905424,100.00000000000007,1
Comanche,40,1.9737659553673164,99.99999999999997,1
Jones,48,0.23913745846698475,96.42912449583169,0
Grimes,48,0.0,100.00000000000004,3
Genesee,26,0.0,0.0,3
Assumption,22,0.410839213424938,83.23353132701364,3
Calhoun,28,1.6558766437589896,100.00000000000011,0
Greene,28,1.377924934487334,99.99999999999999,0
Dallas,29,0.0,1.290707602312174,3
Pittsylvania,51,2.999999999999989,99.99999999999964,1
Pawnee,20,2.1240762142989595,100.00000000000009,0
Wyandotte,20,0.0,0.0,3
Dixie,12,2.723496800347454,68.08742000868635,1
Tuscola,26,0.0,0.0,3
Graham,20,1.7053350465500343,100.00000000000009,0
St. Landry,22,0.22520315410383956,80.47079145206895,3
Giles,47,1.000000000000001,100.00000000000011,0
Lucas,39,0.0,0.0,3
Mississippi,05,2.2840113137203577,99.99999999999974,1
